gene,n_finite_cells,n_nonzero_cells,mean_count_qc,variance_count,fano,zero_fraction_qc,max_count,target_cells_qc,eligible,dispersion_score,dispersion_stratum,gene_seed,status,n_available_cells,target_cells,n_successful_resamples,mean_count,zero_fraction,median_heldout_gain,median_aux_delta_BIC,point_null_threshold,point_detection_power,bootstrap_probability_K3,bootstrap_probability_K2,bootstrap_probability_ambiguous,stable_state_call,initial_state_call,final_analysis_role,stable_state_call_70_30_split_matched,bootstrap_probability_K3_70_30_split_matched,bootstrap_probability_K2_70_30_split_matched,point_detection_power_70_30_split_matched,median_heldout_gain_70_30
Atp6v1a,413,372,5.9709443099273605,31.238865209973675,5.231813192100214,0.099273607748184,40.0,200,True,1.9289409402736784,middle,108122826,ok,413,200,30,5.9709443099273605,0.099273607748184,-5.945927892270222e-08,-10.150347630574004,0.0077637745532084,0.0666666666666666,0.0,0.998,0.002,K2,K2,stable_K2,,,,,
Atp6v1c1,407,338,3.348894348894349,8.654685509722365,2.584341161010273,0.1695331695331695,16.0,200,True,1.4461078501295983,lower_dispersion,1670488761,ok,407,200,30,3.348894348894349,0.1695331695331695,2.184728442600204e-07,-9.997757345355296,0.0077637745532084,0.1333333333333333,0.0,0.795,0.2049999999999999,ambiguous,ambiguous,ambiguous,,,,,
Atp6v1d,408,357,4.776960784313726,18.70760644944252,3.9162152033722655,0.125,25.0,200,True,1.7175389668587966,lower_dispersion,236800124,ok,408,200,30,4.776960784313726,0.125,0.0001089863354934,-9.78938711505606,0.0077637745532084,0.2,0.0,0.571,0.429,ambiguous,ambiguous,ambiguous,,,,,
Atp6v1e1,393,336,6.005089058524173,30.03050845262837,5.000843144865658,0.1450381679389313,43.0,200,True,1.9369381514386697,middle,159703644,ok,393,200,30,6.005089058524173,0.1450381679389313,0.0275372813997236,-3.675320754669201,0.0077637745532084,0.8,0.5606666666666666,0.0,0.4393333333333333,ambiguous,ambiguous,ambiguous,,,,,
Atp6v1f,413,386,3.0338983050847457,7.156235892805844,2.358759316623156,0.0653753026634382,18.0,200,True,1.2769469574435988,lower_dispersion,911492878,ok,413,200,30,3.0338983050847457,0.0653753026634382,-6.839938855307537e-08,-10.150347637386233,0.0077637745532084,0.0,0.0,1.0,0.0,K2,K2,stable_K2,,,,,
Atpif1,413,412,30.25423728813559,328.94020601633355,10.87253342014772,0.0024213075060532,130.0,200,True,2.476648923864075,higher_dispersion,273665860,ok,413,200,30,30.25423728813559,0.0024213075060532,3.493365065807552e-05,-9.015712853189145,0.0077637745532084,0.1666666666666666,0.0,0.6286666666666667,0.3713333333333333,ambiguous,ambiguous,ambiguous,,,,,
Atrx,407,201,6.14987714987715,76.76132062372851,12.481764879687375,0.5061425061425061,54.0,200,True,3.107480528849466,higher_dispersion,1392595704,ok,407,200,30,6.14987714987715,0.5061425061425061,0.0890257871550083,17.921019453154543,0.0077637745532084,0.8666666666666667,0.9046666666666666,0.0,0.0953333333333333,K3,K3,formal_K3,K3,1.0,0.0,0.9666666666666668,0.1002660968226308
Atxn10,390,324,3.364102564102564,13.164865220249837,3.91333646028768,0.1692307692307692,30.0,200,True,1.7611840037458348,lower_dispersion,288360952,ok,390,200,30,3.364102564102564,0.1692307692307692,2.4536256049145776e-08,-10.150347632157091,0.0077637745532084,0.0,0.0,1.0,0.0,K2,K2,stable_K2,,,,,
Atxn7l3b,405,330,5.390123456790123,30.22311233043744,5.60712803198679,0.1851851851851851,41.0,200,True,2.0733342562783843,middle,2112283862,ok,405,200,30,5.390123456790123,0.1851851851851851,0.0209990512039599,-4.977602479785844,0.0077637745532084,0.7,0.1343333333333333,0.0,0.8656666666666667,ambiguous,ambiguous,ambiguous,,,,,
Aup1,401,320,4.304239401496259,19.019657837948767,4.41881969467987,0.2019950124688279,23.0,200,True,1.8918730356961289,middle,94030498,ok,401,200,30,4.304239401496259,0.2019950124688279,0.0153502628974658,-7.078318835511084,0.0077637745532084,0.6333333333333333,0.0593333333333333,0.001,0.9396666666666668,ambiguous,ambiguous,ambiguous,,,,,
