gene,state,n_cells,mmax_cdf,max_abs_cdf_difference,mean_abs_cdf_difference,total_variation_empirical_vs_fit,nll_recomputed,nll_per_cell_recomputed,fsp_boundary_mass_cdf
Cryab,2,413,138,0.04138758906967133,0.00532995982885974,0.11529260012791723,1390.0024447899864,3.3656233530023885,2.1603379196196735e-13
Cryzl1,2,407,74,0.030788776663776662,0.0030351283904477477,0.05657756389678834,912.0163145477102,2.24082632567005,5.834315094364564e-18
Cs,2,409,70,0.08941910703131795,0.009246837990376884,0.14108532312321198,912.8769872111459,2.2319730738658823,-7.834892125769803e-18
Csde1,2,413,70,0.06917497976689746,0.009747595421466491,0.13165491300946364,1159.013367275184,2.806327765799477,2.6322023810458023e-10
Csgalnact1,2,411,76,0.022203583534224358,0.0026103486982218403,0.08676279845384785,1099.3128585759275,2.674727149819775,4.8330888967870986e-12
Csk,2,403,76,0.05827415114386747,0.004526707595516839,0.09053478109778929,821.3862234611872,2.038179214543889,9.621376424550883e-18
Csnk1a1,2,406,70,0.08161972933590556,0.0059219057071662395,0.14397569434349217,828.9871218856033,2.0418402016886783,3.54357748333845e-18
Cstb,2,413,140,0.08335890728635195,0.008068357295689792,0.1776169896955686,1516.2162983702515,3.6712259040441926,4.209472005398813e-12
Ctnna1,2,413,85,0.03207413782342483,0.004348689867725947,0.10211128902452168,1235.247861017589,2.990914917718133,1.9636348997463655e-12
Ctnnb1,2,411,80,0.05712536238108834,0.0067041392987247615,0.09297258288130017,1157.7125349030268,2.816818819715394,1.7336437495523966e-13
Ctsb,2,413,307,0.04595938738058025,0.005967338029063275,0.1990117087238484,1820.7243340512998,4.408533496492251,7.809609930253733e-16
Ctsh,2,411,74,0.02280474295262258,0.002431778087170391,0.07849714626054666,1143.0503335126584,2.7811443637777575,6.78038392167917e-11
Ctsk,2,407,70,0.023540193635294582,0.0017025404370704733,0.04840164245762859,881.8324124223352,2.1666644039860814,6.3667977270997776e-18
Cttn,2,407,123,0.028335562823735172,0.0038483483129001348,0.08872480946139483,1259.2918268266985,3.094083112596311,-1.7196637432555778e-17
Ctxn1,2,399,70,0.05089140090198341,0.0038526005444810833,0.10573729102208516,809.4110850411552,2.0285992106294617,1.654840560618346e-18
Cul1,2,367,70,0.03603534098039035,0.003003486382627328,0.06924269429149393,812.0226974335536,2.2125959058134974,-9.844194916981295e-18
Cuta,2,413,70,0.04586398113837559,0.002068160276925213,0.09025641931383661,913.0794686985942,2.2108461711830367,1.832155769024098e-19
Cwc15,2,413,70,0.030018324978459687,0.0024541780498658398,0.06651550468746269,1051.0163116446731,2.5448336843696686,6.858646761724376e-14
Cxcl5,2,411,400,0.061238497104013245,0.00836070161395442,0.2127404993495634,1784.6131972235926,4.342124567453997,1.944322905432456e-15
Cyb5b,2,413,70,0.037334308898129054,0.0031178802571827104,0.09752490569612542,953.5395614583626,2.3088124974778754,1.1356777437386084e-17
Cyfip1,2,409,71,0.02900965802121358,0.0024773526900015845,0.07153404018263562,1051.703520731136,2.5714022511763717,1.554826993289617e-14
Cyp1b1,2,407,319,0.038347370568588945,0.005223686913180144,0.1246496202200665,1273.864626744753,3.1298885178003757,1.375004237736399e-17
Cyp51,2,409,77,0.02939165342273864,0.004472060043644599,0.10214745247029845,1041.6945739670277,2.5469304986968893,2.4872366583065367e-12
D17Wsu104e,2,409,102,0.022506792160641553,0.004415054205910409,0.11350996156497847,1283.9429103568127,3.1392247196988086,4.006426859928728e-12
D17Wsu92e,2,400,72,0.0375981610843642,0.003938406058929038,0.06583022317319101,782.8964186356029,1.9572410465890073,-7.350165067713331e-19
Dad1,2,413,156,0.09023976029066216,0.009741255229577063,0.17692530630799558,1539.1276949891692,3.7267014406517416,1.954072689127612e-15
Ahcyl1,3,213,111,0.053510523235264174,0.004921910903110732,0.13397573699518095,553.8278775966651,2.6001308807355166,1.4591944106463137e-10
Akirin1,3,283,74,0.03389470757349433,0.003609733842963064,0.08973150871898358,651.8391021296407,2.303318382083536,4.53005786200063e-11
Arl6ip4,3,285,98,0.030339135417995766,0.0030566654569318436,0.08595397960101385,829.5195020580857,2.9105947440634585,8.546937397607315e-13
Arpp19,3,352,262,0.029755367435945423,0.003185837988643862,0.13942095404213536,1362.9388094582423,3.871985254142734,9.542751692057666e-11
Ash2l,3,354,72,0.027757565093092462,0.0037422905473813856,0.06841082630156967,823.5079343688462,2.326293599911995,7.151407195100014e-13
Atp1a1,3,363,113,0.03354870235257068,0.0031676843375525016,0.1242399471826411,1181.4393224849832,3.254653780950367,2.801453478871794e-11
Atrx,3,407,112,0.03774759288121732,0.004974985575568163,0.0786402673951088,967.5157657786092,2.3771886137066565,6.134482042453306e-10
Bcap31,3,413,222,0.04251186593893175,0.006865811684310255,0.1271034202461194,1132.775591432104,2.7427980422084843,5.2578203404024044e-11
Bola1,3,250,81,0.03068947032858682,0.0034521724576034533,0.07549768030013422,548.3984665572677,2.193593866229071,1.954560293298512e-13
Btf3,3,255,142,0.06905047460848429,0.008462514733823564,0.16329476038841292,771.0553931806953,3.0237466399242954,2.8874745437201322e-12
Capn2,3,397,131,0.024206187311882732,0.002544977097726504,0.13524431555765273,1391.1677453709501,3.5042008699520153,6.092139743581443e-13
Ccdc104,3,343,94,0.022980590544854018,0.0032083649417152613,0.0773819472370837,956.0209727712801,2.7872331567675803,5.144496717692352e-12
Cct8,3,367,199,0.029543483920819402,0.004032875590822322,0.13977064231584269,1418.7897792625265,3.8659122050750043,1.191426107124281e-14
Cd248,3,318,138,0.024639264406145,0.0035493211286390454,0.12622264529641533,1039.852528782971,3.269976505606827,1.8767643040095865e-10
Cdk4,3,411,186,0.07157681565680424,0.00792118238903771,0.16454565331058288,1607.4400285093031,3.9110462980761636,1.3095824739393232e-13
Cib1,3,383,139,0.07183063852296945,0.011551600595059228,0.16262119736603875,1315.8082893268893,3.435530781532348,2.9605691120423196e-12
Commd1,3,291,91,0.019772432560392628,0.002306223047581073,0.08343761130105935,694.6918616899338,2.387257256666439,1.3192442927435258e-13
Cox7b,3,365,188,0.04773662132813883,0.004377444205841985,0.14307159539551947,1301.118014706546,3.564706889606976,3.937062944220534e-11
Cpt1c,3,354,99,0.03428612278854759,0.003433987974227059,0.07748380592001683,875.0087098776061,2.471776016603407,4.4039723198747066e-18
Crip1,3,381,170,0.03759334187361729,0.005605761657787773,0.11220114653005837,1144.6532267571438,3.0043391778402726,4.084404545992736e-11
